ID,Dish_id,Language,Name,Ingredients of a standard portion for an adult,Recipe,Tip
301,143,sp,Merluza rellena al horno,"Lomo de merluza,120,g;
Gamba,25,g;
Mejillón,25,g;
Puerro,35,g;
Cebolla cruda,50,g;
Caldo de pescado,70,ml;
Harina de trigo integral,7,g;
Pan rallado,7,g;
Perejil fresco,4,g;
Pimienta negra molida,0.2,g;
Sal,1,g;
Aceite de oliva virgen extra,10,g.","Colocar los mejillones en una cazuela a fuego fuerte, sin agua y colocar la tapa. Cocinar durante dos minutos aproximadamente, o hasta que se abran los mejillones. Retirarlos del fuego y dejarlos apartados hasta su posterior uso. En otra cazuela, sofreír el puerro, la cebolla y el ajo. Condimentar con sal y pimienta. Cocinar durante 10 minutos removiendo. Picar las gambas previamente peladas, los mejillones y el perejil y añadirlos a la cazuela. Integrar los ingredientes y cocinar durante 5 minutos. Añadir la harina. Mezclar todo y dejar cocinar y tostar durante 2 minutos. Añadir lentamente el caldo de pescado, evitando la formación de grumos. Cocinar durante 5 minutos. Dejar que el agua se evapore y se espese. Retirar del fuego. Condimentar con sal y pimienta los lomos de merluza y colocarlos en una bandeja de horno, con la piel hacia abajo. Colocar el relleno por encima. Espolvorear con pan rallado. Tapar la preparación con otro lomo, con la piel hacia arriba. Colocar la merluza rellena al horno previamente recalentado a 200ºC. Cocinar durante 20 minutos. Servir",
302,144,sp,Mejillones a la marinera,"Mejillones crudos,550,g;
Ajo picado,0.3,g;
Harina de trigo integral,10,g;
Caldo de pescado,30,ml;
Perejil picado,3,g;
Pimienta de cayena,0.2,g;
Sal,2,g;
Aceite de oliva extra virgen,10,g.","Abrir, limpiar y colocar los mejillones en una olla a fuego fuerte. Tapar la cazuela y dejar cocinar con vapor durante 2 minutos, removiendo. Retirar del fuego, escurrir el agua y reservar. En una olla colocar el aceite y sofreímos el ajo picado durante 5 minutos. Agregar la harina y remover para evitar que se pegue durante 2 minutos. Agregar caldo de pescado, perejil picado y la pimienta de cayena molida. Remover hasta integral todos los ingredientes. Introducir mejillones a la preparación y dejar cocinar durante 5 minutos. Condimentar con sal y servir.",
303,145,sp,Sardinas al horno,"Sardina fresca,120,g;
Cebolla cruda,70,g;
Zanahoria cruda,70,g;
Ajo fresco,4,g;
Hierbas aromáticas,2,g;
Pimienta negra molida,0.3,g;
Sal,2,g;
Aceite de oliva extra virgen,10,g.""","Limpiar, pelar y cortar la cebolla en tiras y la zanahoria en rodajas. Pelar los dientes de ajos y partir por la mitad. Precalentar el horno a 200º C. Limpiar las sardinas de tripas escamas y cabeza y colocar en una bandeja para horno con papel de horno, salar y hornear durante 15 minutos. Saltear las verduras en una cazuela con unas gotas de aceite de oliva virgen extra hasta que queden blandas. Añadir la sal y hierbas aromáticas y cocinar 10 minutos. Añadir las verduras por encima de las sardinas y cocinar durante 5-10 minutos vigilando. Listo para servir.",
304,146,sp,Calamares guisados con cebolla,"Calamar crudo,120,g;
Cebolla cruda,90,g;
Pimienta de cayena,0.5,g; 
Caldo de pescado,70,ml;
Laurel en hoja,2,g;
Sal,2,g;
Aceite de oliva extra virgen,10,g.
","Cortar la cebolla en juliana. Colocarla en una cazuela previamente precalentada con el aceite de oliva. Picar la pimienta de cayena e integrar con la cebolla. Cocinar hasta que la cebolla este de color transparente. Bajar el fuego. Colocar el caldo de pescado. Dejar que se evapore a fuego medio durante 5 minutos. Mientras tanto, cortar el calamar en anillos. Añadimos el calamar a la preparación de la olla. Cocinar durante 20 minutos en fuego medio-alto, con tapa puesta. Remover cada dos minutos, evitando que se pegue. Condimentar con sal y retiramos del fuego. Servir.",
305,147,sp,Atún a la plancha con ajo y perejil,"Lomo de atún,120,g;
Ajo fresco,2,g;
Limón exprimido,85,ml;
Perejil freco,1.5,g;
Pimienta negra molida,0.5,g;
Sal,2,g;
Aceite de oliva extra virgen,10,g.",Picar el ajo y perejil y colocarlos en un recipiente con aceite y el juego del limón. Mezclar todo y dejar reposar durante 10 minutos. Condimentar los lomos de atún por ambas caras con sal y pimienta molida. Precalentar una sartén con aceite y colocar el atún. Cocinar por 3 minutos en ambas caras. Retirar del fuego. En un plato colocar el lomo de atún y por encima cubrir con el aliño de ajo y perejil. Servir.,
306,148,sp,Boquerones en vinagre,"Boquerones frescos,120,g;
Vinagre de manzana,36,ml;
Agua potable,12,ml;
Ajo fresco,0.7,g;
Perejil fresco,0.7,g;
Sal,2,g;
Aceite de oliva extra virgen,10,g.","Limpiar los boquerones con agua fría, sacando la cabeza, tripas y espinas. Dejar los boquerones abiertos por la mitad y quitar la cola. Lavarlos muy bien, sin rastros de sangre. Secarlos con papel absorbente. Preparar la mezcla del vinagre con el agua en una taza. Colocar los boquerones en una fuente, con la piel hacia abajo. Cubrir entre capa y capa de boquerón con sal y añadir la mezcla vinagre y agua. Debe quedar todo cubierto. Dejar reposar en nevera durante 3-4 horas. Pasado el tiempo, escurrir los boquerones y pasarlos a otra fuente limpia. Picar finamente el ajo y el perejil. Rociar los boquerones con aceite y agregar el ajo y el perejil picados. Reposar por 24 horas. Servir.",
307,149,sp,Bacalao con salsa de tomate,"Bacalao fresco,120,g;
Cebolla cruda,55,g;
Tomate pera maduro,80,g;
Ajo fresco,0.7,g;
Azucar,0.3,g;
Sal,2,g;
Aceite de oliva virgen extra;10,g.","Precalentar una olla con aceite a fuego bajo. Introducir en los lomos de bacalao con la piel hacia abajo, en contacto con la base. Dejar cocinar 8 minutos por cado lado, removiendo la olla de vez en cuando. Reservar hasta su posterior uso. Pelar y picar el ajo y la cebolla. Añadirlos a una olla precalentada con aceite. Condimentar con sal y dejar cocinar hasta dorarse. Lavar, pelar y picar muy fino el tomate. Añadir a la cazuela. Añadir el azúcar. Cocinar todo con tapa durante 25-30 minutos, removiendo frecuentemente. La salsa debe reducirse. Añadir el bacalao en lomo, y cubrirlo con la salsa. Calentar todo a temperatura media durante 3 minutos. Servir.",
308,150,sp,Dorada al horno con patatas y pimientos,"Dorada,120,g;
Patata,180,g;
Pimiento rojo,40,g;
Pimiento rojo,40,g;
Cebolla blanca,40,g;
Ajo fresco,0.5,g;
Perejil fresco,0.5,g;
Caldo de pescado,60,ml;
Limon exprimido,30,ml;
Sal,1,g;
Aceite de oliva virgen extra,10,g.","Precalentar el horno a 200ºC. Pelar y cortar en finas rodajas las patatas, la cebolla y los pimientos. Pelar y picar en una trituradora el ajo junto con el perejil, el caldo de pescado y el aceite. Aceitar una bandeja para horno y colocar las patatas, condimentar con sal, y añadir por encima la cebolla y pimientos. Condimentar nuevamente con sal. Añadir la mezcla de ajo, perejil, caldo y aceite. Colocar la bandeja en el horno y cocinar por 30 minutos aproximadamente. Una vez las verduras estén cocidas, colocar la dorada encima y añadir un poco más de la mezcla de ajo y perejil. Cocinar durante 15 minutos o hasta que el pescado tenga los ojos blancos. Emplatar y servir.",
309,151,sp,Hamburguesas de atún y verduras al horno,"Atún en lata,60,g;
Cebolla blanca;25,g;
Tomate,40,g;
Puerro,20,g;
Zanahoria,35,g;
Huevo de gallina,50,g;
Pan rallado,17,g;
Orégano fresco,3,g;
Sal,2,g.","Lavar, cortar y picar la cebolla, el tomate, el puerro y la zanahoria. Batir el huevo. Añadir en un bol todos los ingredientes (verduras, atún, huevos y pan rallado) y mezclar bien. Condimentar con el orégano y una pizca de sal. Con la preparación creada, dar forma de hamburguesa y colocarlas en una bandeja para horno previamente aceitada o con papel manteca. Colocar la bandeja en el horno previamente precalentado a 180ºC. Hornear durante 10 minutos. Servir.",
310,152,sp,Rape a la plancha con espárragos verdes y tomate,"Rape,120,g;
Espárragos verdes,90,g;
Tomate cherry,30,g;
Ajo fresco,0.4,g;
Perefjil fresco,0.6,g;
Pimienta negra molida,0.5,g;
Sal,2,g;
Aceite de oliva virgen extra,10,g.","Limpiar y cortar los espárragos y tomates cherry. Pelar y picar los ajos y añadirlo a una sartén precalentada con aceite añadir. Dejar cocinar a fuego lento durante 2 minutos. Añadir los espárragos, dejar dos minutos y añadir los tomates cherry. Añadir medio vaso de agua y dejar reducir. En una plancha precalentada añadir el rape. Dejar 5 minutos por cara lado. Agregarle al pescado la mezcla de verduras, ajo y perejil. Servir.",
311,153,sp,Fideuá de rape,"Rape fresco fileteado,120,g;
Fideos,40,g;
Tomate,90,g;
Ajo fresco,1.5,g;
Pimiento verde,30,g;
Caldo de pescado,80,ml;
Sal,2,g;
Azafrán,0.5,g;
Aceite de oliva virgen extra,10,g;","Cortar los dientes de ajo y el pimiento verde en trozos muy pequeños. En una paella con aceite, sofreír los dientes de ajo y el pimiento verde. Dejar que se dore y añadir los trozos de rape. Rallar el tomate e incorporar en la paella juntamente con los fideos. Dejar que se tueste ligeramente. Añadir el caldo de pescado hasta que cubra los fideos y añadir azafrán. Dejar cocer unos 10 minutos hasta que los fideos estén tiernos. Servir.",
312,154,sp,Pastel de bacalao,"Bacalao desmenuzado,60,g;
Patata,180,g;
Cebolla blanca,75,g;
Tomate concentrado,40,g;
Huevo,30,g;
Ajo fresco,0.4,g;
Queso rallado,30,g;
Pimienta negra molida,0.3,g;
Aceite de oliva virgen extra,10,g;","En una sartén precalentada con aceite, cocinar durante 10 minutos el bacalao. Agregarle sal y pimienta. Una vez cocido, desmenuzarlo y reservar. Pelar y cortar en cubos pequeños las patatas. Hervir las patatas en una cacerola con abundante agua hasta que estén tiernas. Escurrir y hacer un puré con las patatas. Reservar. Pelamos y picamos finamente el ajo y la cebolla. sofreírlos en una sartén a fuego lento. Cuando esté cocida la cebolla añadir el concentrado de tomate y cocinar durante pocos minutos. Incorporar el bacalao desmenuzado. Remover para evitar que sr pegue la preparación. Añadir el puré de patata, el huevo y salpimentamos al gusto. Remover hasta obtener una masa homogénea. Cubrir un molde desmoldable, apto para horno, con papel vegetal. Añadir de forma homogénea, la mezcla en el interior del molde. Aplanar la superficie. Espolvorear con el queso rallado e introducir el molde en el horno, precalentado a 200º C. Cocinar el pastel durante 20-25 minutos o hasta que la superficie esté dorada. Retirar el molde del horno y esperar unos minutos antes de desmoldar. Transferir a una fuente y servir.",
313,155,sp,Mix de frutos secos,"Mezcla de frutos secos (nueces, avellanas, almendras),25,g;",,
314,156,sp,Queso fresco,"Queso fresco porción,50,g;",,
315,157,sp,Semillas de chía,"Semillas de chía,15,g;",,
316,158,sp,Aceite de oliva,"Aceite de oliva,10,g;",,
317,301,en,Menemen,"Onion,38,g;
Tomatoes,110,g;
Green chili pepper,50,g;
Egg,50,g;
Olive oil,7,g;
Salt,1,g;","Chop the onions. Finely chop the peppers Add oil and chopped onions, peppers and salt to the pan and cook for a bit. Wash and grate the tomatoes Add the tomatoes to the onion-pepper mixture. Continue cooking until the vegetables are cooked. Crack the eggs on the cooked vegetables, mix and wait for it to cook",
318,302,en,Bread with egg,"Egg, 50, g;
Milk, 10, g;
Bread, 50, g;
Olive oil, 5, g;
Salt, 1, g;","Mix eggs, milk and salt
Dip bread in egg sauce
Bake in the oven until golden brown on baking paper.",
319,303,en,Fruit oatmeal bar,"Coconut powder, 4, g;
Apple, 13, g;
Oatmeal, 25, g;
Honey, 3, g;
Milk, 12, g;
Banana, 21, g;",Mix all the ingredients. Put the mixture you get on the oiled paper by taking pieces. Bake in the oven preheated to 180 degrees for 15 minutes.,
320,304,en,Sandwich,"Tomato, 50, g;
Cucumber, 50, g;
Feta cheese, 40, g;
Lettuce, 10, g;
Whole wheat bread, 75, g;
Olive paste, 3, g;","Chop tomatoes, cucumbers and cheese. Spread the olive paste into the bread and add the other ingredients to the bread.",
321,305,en,Orange juice,"Orange juice,200,ml;",,
322,306,en,Milk,"Milk,250,ml;",,
323,307,en,Ayran,"Ayran,200,ml;",,
324,308,en,Chicken Barley Noodle Salad,"Barley Noodles,40,g;
Olive oil,5,g;
Black pepper;
Salt,1,g;
Water,150,ml;
Lemon,5,g;
Pickled Cucumbers,20,g;
Parsley,20,g;
Green Onion,20,g;
Red Pepper,40,g;
Chicken Breast,50,g;
Dry Onion,20,g;","Put the water, salt, pepper and onion and boil the chicken meat. Shred the chicken meat after it is boiled. Then put the olive oil in another pot, add the barley vermicelli and fry the vermicelli.
Add the water in which you boiled the chicken and cook it.
Keep adding water, checking the noodle's water absorption rate. Finely chop the parsley, green onions, red pepper and pickles
Drain the brewed noodle, put it in a serving bowl with the chicken meat and chopped vegetables and mix.",
325,309,en,Zucchini hash,"Olive oil, 5, g;
Salt, 1, g;
Black pepper, 1, g;
Dill, 10, g;
Parsley, 15, g;
Green Onion, 10, g;
Flour Mix, 20, g;
Egg, 50, g;
Pumpkin, 40, g;
Dried Mint, 5, g;","Wash and peel the zucchini
Grate with the fine side of the grater
Finely chop the spring onions, chop the parsley and dill
Add eggs, flour, salt, pepper and mint to these ingredients and mix them well.
You can pour zucchini muffins into a heat-resistant glass bowl that you grease with oil, cook in a 230-degree oven until golden brown and serve by cutting.",
326,310,en,Yogurt ,"Yogurt,200,g;",,
327,311,en,Banana,"Banana,170,g;",,
328,312,en,Hazelnut,"Hazelnut,30,g;",,
329,313,en,Lentil soup,"Olive oil, 5, g;
Red Lentils, 7, g;
Carrots, 15, g;
Wheat Flour, 3, g;
Salt,0,g;
Tomato Paste, 2, g;
Water,0,ml;
Dry Onion, 10,g;","Wash the lentils
Bring the lentils to a boil in a pot with water.
Finely chop the onion, peel and grate the carrot
Add the prepared onion, carrot and salt to the boiling mixture and cook for about 30 minutes.
You can take the soup from the fire and strain it as desired, or you can put it back on the fire after passing it through the blender.
Then fry the oil and flour in the pan until it turns slightly yellow, add the tomato paste, after frying a little more, add a few spoons of the soup, mash and add to the soup by mixing.
Stir until it boils, cook for another 5 minutes and your lentil soup will be ready.",
330,314,en,Chicken Meatballs with Dill,"Chicken Breast, 50, g;
Garlic,0,clove;
Scallion, 10, g;
Dill, 20, g;
Egg yolk,1, piece;
Egg White,1,piece;
Breadcrumbs, 20, g;
Bread Crumbs, 10, g;","Wash and drain the chicken meat
Pull the meat in the blade part of the robot and bring it to the consistency of minced meat.
Add salt and pepper to the meat
Then add the green onions, garlic, bread crumbs, dill and egg yolk.
Mix all the ingredients in the robot
Wet your hands with egg white and then prepare the chicken patties
Dip the meatballs first in egg yolk and then in breadcrumbs and cook in a low-fat pan.",
331,315,en,Pasta with sauce,"Pasta, 70, g;
Olive oil, 5, g;
Water, 125, ml;
Salt, 0, g;
Pepper paste, 5, g;
Tomato paste, 5, g;","Fill a deep pot with half water, add salt and put it on the stove.
When the water boils, add the pasta and let it cook.
While the pasta is cooking, add oil to a pan and heat it.
When the oil is hot, add 1 teaspoon of salt, tomato and pepper paste and fry it for 2-3 minutes on low heat and turn off the heat.
When the pasta is cooked, strain the pasta thoroughly with the help of a strainer.
Then pour it back into the pot
Add the tomato paste you prepared on the pasta and mix until the paste is well dispersed.",
332,316,en,Seasonal salad,"Salt, 0, g;
Olive oil, 5, g;
Red Pepper, 20, g;
Green Onion, 10, g;
Tomato, 40, g;
Dill, 15, g;
Parsley, 15, g;
Arugula, 5, g;
Red Cabbage, 30, g;
Lettuce, 20, g;","Chop all the vegetables and mix them in a bowl. Add oil, salt and lemon to it.",
333,317,en,Tomato soup,"Olive oil, 5, g;
Wheat flour, 10, g;
Tomatoes, 40, g;
Tomato paste, 5, g;
Milk (Semi Fat), 10, g;
Salt, 0, g;
Water, 150, ml;","Fry the flour a little with olive oil, add tomato paste and grated tomatoes.
If it clumps, mix it with a hand blender at this stage.
Then add water. Cook stirring until thickened. While serving, add milk and salt to the pot.",
334,318,en,Karnıyarık,"Eggplant, 200, g;
Ground beef, 50, g;
Onion, 20, g;
Tomatoes, 40, g;
Charleston Pepper, 15, g;
Garlic, 0, clove;
Olive oil, 5, g;
Tomato paste, 5, g;
Salt, 0, g;
Water, 0, ml;","Wash the eggplants and peel them. Add oil to the Teflon pan and cook the eggplants on both sides. On the other hand, chop the onion for food and put it in the pot.
Put the finely chopped peppers, oil, salt and chopped garlic into the pot.
Add the minced meat and cook, stirring, until the minced meat turns colour. Put the peeled and chopped tomatoes in the pot and prepare the inside of the carrot by cooking. Place the eggplants cooked in a Teflon pan in a baking dish.
Open the eggplants lengthwise with the help of a fork, fill the inside you prepared with a spoon. Cut the remaining tomato into round slices and place it on the eggplants. Pour the tomato paste juice prepared with tomato paste over the eggplants and bake in the oven for 25-30 minutes.",
335,319,en,Rice,"White Rice, 60, g;
Butter, 5, g;
Water, 100, ml;
Salt, 0, g;","First, wash the rice. Soak the rice in hot and salted water for 15 minutes. Melt the butter in the saucepan, add the rice and fry, stirring constantly. Then add water and salt. Cook on low heat with the lid closed. Cook for a few more minutes when the rice is drained, turn off the heat and let it rest.",
